B9FU30_ORYSJ_284-472	B9FU30_ORYSJ_849-1024	Q5Z6I4_ORYSJ_261-445	Q5Z6I4_ORYSJ_857-1036	D0NKW7_PHYIT_491-663	D0NKW7_PHYIT_696-864	Q22US2_TETTS_932-1154	Q22US2_TETTS_1211-1402	Q22US2_TETTS_1444-1649	B9G1J5_ORYSJ_289-475	B9G1J5_ORYSJ_898-1071	C2GR1_ARATH_236-423	C2GR1_ARATH_844-1019	A9TQ08_PHYPA_235-415	A9TQ08_PHYPA_826-1012	C2GR2_ARATH_238-426	C2GR2_ARATH_849-1023	B9F3V9_ORYSJ_332-515	B9F3V9_ORYSJ_899-1075	A9SDA2_PHYPA_232-412	A9SDA2_PHYPA_817-1004	A9TQF1_PHYPA_224-401	A9TQF1_PHYPA_820-1003	Q7XKT6_ORYSJ_248-436	Q7XKT6_ORYSJ_859-1033	YSP2_YEAST_841-1021	YSP2_YEAST_1046-1230	A9RSX7_PHYPA_212-394	A9RSX7_PHYPA_807-992	F4HVW5_ARATH_257-449	YHO0_YEAST_751-934	YHO0_YEAST_957-1143	B9G4K6_ORYSJ_394-582	GRM1B_HUMAN_55-233	GRM1B_HUMAN_321-502	GRM1B_MOUSE_321-502	GRM1C_HUMAN_107-289	GRM1C_HUMAN_312-494	B3KUR5_HUMAN_45-223	GRM1C_MOUSE_107-289	Q8W4D4_ARATH_391-576	I7M7X5_TETTS_1013-1226	I7M7X5_TETTS_1307-1507	Q2MGF5_CAEEL_57-244	J3KR86_HUMAN_127-303	Q55FU7_DICDI_479-662	GRM1A_MOUSE_365-539	C4M0I0_ENTHI_201-371	C4M0I0_ENTHI_381-531	B3KQF7_HUMAN_127-303	Q8MRR1_DROME_41-220	Q86AF7_DICDI_286-471	D0MXP9_PHYIT_957-1148	Q8MKJ8_DROME_144-324	D0NMG0_PHYIT_279-489	B8C8I7_THAPS_81-294	Q22XZ6_TETTS_144-333	Q4P940_USTMA_827-1016	B9F0Z0_ORYSJ_387-537	B8BQ30_THAPS_365-549	V5IMN0_NEUCR_493-676	B9G4T6_ORYSJ_322-427	Q55CZ7_DICDI_2-179	F8WJ74_MOUSE_365-496	Q86AF6_DICDI_540-708	B8CDL4_THAPS_224-415	D0NJ57_PHYIT_385-538	YL072_YEAST_390-578	B8C2T9_THAPS_869-1064	Q4QEC5_LEIMA_378-547	B8CDL2_THAPS_184-373	Q4QEC6_LEIMA_54-221	Q8VZF8_ARATH_257-370	Q4Q507_LEIMA_35-214	C4LUM2_ENTHI_46-249	I7MCY9_TETTS_788-993	Q5BB65_EMENI_853-1030	YFE2_YEAST_402-586	B8BUE2_THAPS_254-437	Q23QL2_TETTS_311-513	Q7RWT3_NEUCR_945-1126	D0NHH4_PHYIT_394-641	Q6K8R7_ORYSJ_365-458	B8LDM5_THAPS_929-1109	I7M5W4_TETTS_346-560	
180.56	178.49	191.92	183.97	131.94	165.34	179.53	194.88	180.56	198.15	178.49	186.07	177.45	165.73	155.03	170.42	195.97	186.07	202.60	170.42	159.29	170.42	173.32	180.56	168.41	210.86	207.42	191.92	143.32	145.22	198.15	219.75	0.00	186.07	186.07	186.07	165.73	165.73	165.73	161.25	46.55	198.15	177.45	170.42	180.56	138.11	175.35	186.07	187.00	180.56	145.22	170.42	165.73	170.42	170.42	141.60	161.25	180.56	66.26	148.98	211.99	152.64	190.85	162.88	204.82	198.15	168.31	211.99	161.25	175.35	191.92	170.22	138.35	191.92	179.53	219.75	272.41	219.75	151.93	237.48	165.73	219.75	88.93	175.35	237.48	
145.22	183.97	131.50	195.97	224.58	199.23	197.06	188.71	186.07	138.11	195.97	119.51	158.29	152.90	163.74	125.32	163.74	156.98	178.49	161.25	159.29	161.25	163.74	134.75	178.49	174.34	171.26	148.98	195.97	161.25	175.35	191.92	186.07	0.00	-0.00	2.43	54.73	54.73	54.73	54.73	186.07	198.15	188.71	122.37	63.67	156.98	63.67	186.07	187.00	63.67	103.97	122.37	161.25	111.42	180.56	165.73	170.42	152.90	226.43	170.42	191.92	181.99	190.85	79.10	198.15	198.15	174.14	180.56	186.07	175.35	211.99	170.22	184.86	211.99	174.34	191.92	186.07	152.90	160.27	204.82	165.73	237.48	197.34	170.42	198.15	
145.22	183.97	131.50	195.97	224.58	199.23	197.06	188.71	186.07	138.11	195.97	119.51	158.29	152.90	163.74	125.32	163.74	156.98	178.49	161.25	159.29	161.25	163.74	134.75	178.49	174.34	171.26	148.98	195.97	161.25	175.35	191.92	186.07	-0.00	0.00	2.43	54.73	54.73	54.73	54.73	186.07	198.15	188.71	122.37	63.67	156.98	63.67	186.07	187.00	63.67	103.97	122.37	161.25	111.42	180.56	165.73	170.42	152.90	226.43	170.42	191.92	181.99	190.85	79.10	198.15	198.15	174.14	180.56	186.07	175.35	211.99	170.22	184.86	211.99	174.34	191.92	186.07	152.90	160.27	204.82	165.73	237.48	197.34	170.42	198.15	
145.22	183.97	131.50	195.97	216.24	199.23	197.06	188.71	191.92	138.11	195.97	122.37	158.29	156.98	163.74	128.36	163.74	156.98	183.97	161.25	159.29	161.25	163.74	134.75	183.97	179.53	171.26	152.90	195.97	161.25	175.35	198.15	186.07	2.43	2.43	0.00	56.16	56.16	56.16	56.16	186.07	191.92	188.71	119.51	63.67	156.98	63.67	186.07	194.15	63.67	103.97	122.37	161.25	111.42	180.56	165.73	170.42	152.90	226.43	170.42	191.92	181.99	185.02	76.71	191.92	198.15	168.31	180.56	186.07	170.22	211.99	170.22	184.86	211.99	174.34	186.07	186.07	148.98	160.27	204.82	161.25	237.48	197.34	170.42	191.92	
134.75	173.32	134.75	202.60	177.45	199.23	197.06	188.71	191.92	134.75	195.97	122.37	154.05	141.60	195.97	134.75	183.97	145.22	202.60	165.73	178.49	152.90	173.32	141.60	183.97	164.73	137.80	165.73	217.41	175.35	165.73	148.98	165.73	54.73	54.73	56.16	0.00	-0.00	-0.00	9.23	180.56	191.92	158.29	119.51	65.25	156.98	65.25	204.82	187.00	66.85	114.04	145.22	170.42	116.74	191.92	156.98	170.42	156.98	180.12	141.60	165.73	166.19	164.73	76.71	180.56	191.92	168.31	161.25	211.99	175.35	204.82	175.35	207.32	219.75	160.27	180.56	170.42	148.98	185.02	186.07	175.35	247.76	168.47	180.56	191.92	
134.75	173.32	134.75	202.60	177.45	199.23	197.06	188.71	191.92	134.75	195.97	122.37	154.05	141.60	195.97	134.75	183.97	145.22	202.60	165.73	178.49	152.90	173.32	141.60	183.97	164.73	137.80	165.73	217.41	175.35	165.73	148.98	165.73	54.73	54.73	56.16	-0.00	0.00	-0.00	9.23	180.56	191.92	158.29	119.51	65.25	156.98	65.25	204.82	187.00	66.85	114.04	145.22	170.42	116.74	191.92	156.98	170.42	156.98	180.12	141.60	165.73	166.19	164.73	76.71	180.56	191.92	168.31	161.25	211.99	175.35	204.82	175.35	207.32	219.75	160.27	180.56	170.42	148.98	185.02	186.07	175.35	247.76	168.47	180.56	191.92	
134.75	173.32	134.75	202.60	177.45	199.23	197.06	188.71	191.92	134.75	195.97	122.37	154.05	141.60	195.97	134.75	183.97	145.22	202.60	165.73	178.49	152.90	173.32	141.60	183.97	164.73	137.80	165.73	217.41	175.35	165.73	148.98	165.73	54.73	54.73	56.16	-0.00	-0.00	0.00	9.23	180.56	191.92	158.29	119.51	65.25	156.98	65.25	204.82	187.00	66.85	114.04	145.22	170.42	116.74	191.92	156.98	170.42	156.98	180.12	141.60	165.73	166.19	164.73	76.71	180.56	191.92	168.31	161.25	211.99	175.35	204.82	175.35	207.32	219.75	160.27	180.56	170.42	148.98	185.02	186.07	175.35	247.76	168.47	180.56	191.92	
131.50	168.41	141.60	189.78	182.91	199.23	197.06	188.71	191.92	131.50	202.60	128.36	162.73	141.60	202.60	138.11	183.97	141.60	217.41	165.73	183.97	152.90	178.49	148.98	189.78	160.27	145.12	161.25	209.72	170.42	170.42	152.90	161.25	54.73	54.73	56.16	9.23	9.23	9.23	0.00	180.56	191.92	162.73	116.74	60.60	152.90	60.60	204.82	194.15	62.12	116.74	138.11	170.42	119.51	186.07	156.98	175.35	152.90	180.12	152.90	180.56	181.99	174.34	67.71	175.35	191.92	187.00	156.98	204.82	180.78	198.15	175.35	195.43	237.48	156.01	180.56	180.56	148.98	190.85	180.56	175.35	237.48	168.47	175.35	191.92	
186.07	202.60	186.07	195.97	131.94	152.07	179.53	177.45	161.25	186.07	202.60	170.42	177.45	165.73	155.03	180.56	178.49	204.82	234.97	175.35	159.29	180.56	168.41	180.56	173.32	203.71	166.37	191.92	150.97	152.90	198.15	191.92	46.55	186.07	186.07	186.07	180.56	180.56	180.56	180.56	0.00	204.82	188.71	170.42	204.82	141.60	198.15	180.56	187.00	204.82	180.56	186.07	180.56	198.15	180.56	170.42	198.15	175.35	68.12	180.56	211.99	166.19	197.06	182.27	191.92	180.56	157.63	259.29	152.90	165.34	170.42	160.71	166.71	175.35	203.71	211.99	228.20	237.48	169.41	219.75	186.07	228.20	78.73	228.20	259.29	
186.07	245.14	204.82	245.14	201.48	186.54	164.73	135.29	125.32	186.07	183.97	204.82	208.57	204.82	202.60	165.73	209.72	191.92	269.48	198.15	234.97	191.92	245.14	211.99	234.97	227.00	193.78	198.15	245.14	156.98	180.56	228.20	198.15	198.15	198.15	191.92	191.92	191.92	191.92	191.92	204.82	0.00	49.41	170.42	180.56	161.25	180.56	191.92	210.29	180.56	165.73	186.07	170.42	175.35	175.35	198.15	165.73	211.99	248.76	204.82	180.56	166.19	210.86	175.35	228.20	247.76	201.87	191.92	237.48	186.54	228.20	192.67	184.86	328.25	174.34	116.74	198.15	186.07	210.86	148.98	228.20	204.82	282.44	198.15	141.60	
154.05	206.27	182.91	199.23	182.91	160.71	153.06	119.75	128.71	182.91	206.27	182.91	191.56	194.88	199.23	172.29	206.27	177.45	241.20	201.48	241.20	194.88	222.14	194.88	265.08	171.26	163.27	208.57	241.20	149.99	158.29	188.71	177.45	188.71	188.71	188.71	158.29	158.29	158.29	162.73	188.71	49.41	0.00	158.29	177.45	177.45	177.45	194.88	225.36	177.45	172.29	172.29	172.29	172.29	162.73	162.73	177.45	182.91	216.97	167.39	167.39	159.18	215.06	178.15	208.57	233.72	170.46	182.91	201.48	175.35	201.48	175.35	169.84	300.53	181.85	122.56	188.71	188.71	181.85	146.10	268.01	188.71	209.30	216.24	146.10	
148.98	163.74	148.98	183.97	182.91	180.78	156.01	177.45	161.25	170.42	168.41	152.90	162.73	148.98	168.41	148.98	183.97	161.25	225.79	165.73	159.29	141.60	173.32	148.98	217.41	169.41	166.37	156.98	168.41	134.75	198.15	198.15	170.42	122.37	122.37	119.51	119.51	119.51	119.51	116.74	170.42	170.42	158.29	0.00	131.50	156.98	131.50	175.35	241.20	134.75	119.51	156.98	145.22	134.75	156.98	175.35	170.42	152.90	193.20	175.35	148.98	135.38	197.06	128.85	180.56	165.73	148.02	165.73	165.73	152.07	204.82	156.29	166.71	204.82	156.01	148.98	165.73	180.56	174.34	161.25	204.82	175.35	222.99	191.92	228.20	
138.11	189.78	152.90	178.49	208.57	199.23	174.34	208.57	180.56	141.60	178.49	148.98	162.73	145.22	189.78	145.22	178.49	156.98	195.97	148.98	183.97	161.25	202.60	170.42	173.32	174.34	176.41	148.98	217.41	156.98	175.35	191.92	180.56	63.67	63.67	63.67	65.25	65.25	65.25	60.60	204.82	180.56	177.45	131.50	0.00	148.98	1.61	219.75	219.52	0.80	131.50	134.75	165.73	125.32	180.56	165.73	186.07	161.25	226.43	170.42	204.82	181.99	174.34	2.13	175.35	161.25	148.02	165.73	161.25	180.78	180.56	175.35	158.79	259.29	179.53	175.35	186.07	156.98	185.02	175.35	186.07	219.75	197.34	180.56	175.35	
156.98	183.97	165.73	173.32	138.76	148.02	174.34	177.45	165.73	161.25	178.49	156.98	194.88	152.90	173.32	145.22	195.97	161.25	217.41	175.35	178.49	175.35	183.97	165.73	209.72	164.73	166.37	152.90	159.29	116.74	180.56	170.42	138.11	156.98	156.98	156.98	156.98	156.98	156.98	152.90	141.60	161.25	177.45	156.98	148.98	0.00	145.22	148.98	148.02	148.98	170.42	125.32	125.32	170.42	138.11	175.35	122.37	191.92	140.69	152.90	186.07	108.11	137.18	146.78	148.98	152.90	127.56	186.07	156.98	156.29	141.60	152.07	116.54	156.98	140.66	191.92	180.56	228.20	169.41	191.92	204.82	191.92	146.37	175.35	228.20	
138.11	189.78	152.90	178.49	201.48	199.23	174.34	208.57	180.56	141.60	178.49	148.98	162.73	145.22	189.78	145.22	178.49	156.98	195.97	148.98	183.97	161.25	202.60	170.42	173.32	174.34	176.41	148.98	217.41	161.25	175.35	191.92	175.35	63.67	63.67	63.67	65.25	65.25	65.25	60.60	198.15	180.56	177.45	131.50	1.61	145.22	0.00	219.75	219.52	2.43	128.36	138.11	165.73	122.37	180.56	161.25	186.07	156.98	226.43	170.42	204.82	181.99	169.41	1.06	175.35	165.73	148.02	165.73	161.25	175.35	180.56	170.22	166.71	247.76	179.53	175.35	186.07	161.25	185.02	175.35	180.56	219.75	197.34	180.56	175.35	
180.56	209.72	180.56	245.14	149.99	160.71	179.53	177.45	191.92	204.82	225.79	186.07	216.24	180.56	209.72	170.42	225.79	191.92	269.48	161.25	234.97	175.35	225.79	186.07	302.28	203.71	171.26	152.90	189.78	156.98	211.99	175.35	186.07	186.07	186.07	186.07	204.82	204.82	204.82	204.82	180.56	191.92	194.88	175.35	219.75	148.98	219.75	0.00	143.56	219.75	211.99	148.98	165.73	191.92	156.98	211.99	122.37	165.73	186.43	180.56	186.07	159.18	185.02	216.41	165.73	180.56	157.63	175.35	186.07	160.71	211.99	165.34	184.86	228.20	203.71	175.35	180.56	165.73	164.73	180.56	191.92	186.07	160.52	175.35	198.15	
210.29	226.82	229.74	238.15	159.24	174.08	228.29	215.29	229.74	187.00	207.57	229.74	215.29	241.20	238.15	210.29	216.71	219.52	207.57	254.24	226.82	254.24	216.71	229.74	238.15	167.11	188.95	194.15	199.23	157.63	219.52	229.74	187.00	187.00	187.00	194.15	187.00	187.00	187.00	194.15	187.00	210.29	225.36	241.20	219.52	148.02	219.52	143.56	0.00	219.52	194.15	187.00	201.87	229.74	210.29	194.15	143.56	219.52	216.06	152.70	180.35	171.08	185.74	220.91	168.31	219.52	150.38	194.15	241.20	195.20	201.87	203.43	166.71	254.24	208.93	187.00	194.15	210.29	172.93	229.74	229.74	269.35	234.56	309.52	254.24	
138.11	189.78	152.90	178.49	208.57	199.23	174.34	208.57	180.56	141.60	178.49	148.98	162.73	145.22	189.78	145.22	178.49	156.98	195.97	148.98	183.97	161.25	202.60	170.42	173.32	179.53	176.41	148.98	217.41	156.98	175.35	191.92	180.56	63.67	63.67	63.67	66.85	66.85	66.85	62.12	204.82	180.56	177.45	134.75	0.80	148.98	2.43	219.75	219.52	0.00	131.50	134.75	165.73	125.32	180.56	165.73	186.07	161.25	226.43	175.35	211.99	191.01	174.34	3.21	175.35	161.25	152.70	170.42	161.25	180.78	180.56	175.35	158.79	259.29	179.53	175.35	191.92	156.98	185.02	175.35	186.07	219.75	197.34	180.56	175.35	
170.42	195.97	148.98	217.41	188.71	192.67	197.06	188.71	165.73	148.98	217.41	156.98	188.71	156.98	195.97	148.98	202.60	161.25	234.97	156.98	202.60	165.73	189.78	170.42	209.72	179.53	166.37	165.73	209.72	165.73	191.92	191.92	145.22	103.97	103.97	103.97	114.04	114.04	114.04	116.74	180.56	165.73	172.29	119.51	131.50	170.42	128.36	211.99	194.15	131.50	0.00	141.60	186.07	59.09	180.56	161.25	156.98	165.73	208.37	161.25	170.42	173.76	169.41	141.97	186.07	175.35	157.63	191.92	180.56	165.34	198.15	165.34	158.79	219.75	197.06	180.56	198.15	211.99	169.41	211.99	204.82	219.75	197.34	228.20	180.56	
148.98	168.41	180.56	178.49	172.29	156.29	179.53	188.71	186.07	161.25	178.49	152.90	177.45	156.98	173.32	161.25	173.32	156.98	189.78	152.90	183.97	165.73	189.78	156.98	209.72	190.85	176.41	161.25	183.97	116.74	228.20	204.82	170.42	122.37	122.37	122.37	145.22	145.22	145.22	138.11	186.07	186.07	172.29	156.98	134.75	125.32	138.11	148.98	187.00	134.75	141.60	0.00	141.60	175.35	180.56	152.90	145.22	156.98	193.20	161.25	211.99	125.39	179.53	141.97	97.06	165.73	139.30	211.99	145.22	165.34	198.15	175.35	126.83	219.75	169.41	180.56	211.99	165.73	160.27	191.92	204.82	247.76	168.47	191.92	191.92	
161.25	168.41	148.98	168.41	162.73	165.34	197.06	188.71	186.07	156.98	163.74	152.90	158.29	161.25	163.74	161.25	178.49	152.90	183.97	161.25	163.74	175.35	163.74	170.42	183.97	174.34	193.78	148.98	173.32	138.11	175.35	165.73	165.73	161.25	161.25	161.25	170.42	170.42	170.42	170.42	180.56	170.42	172.29	145.22	165.73	125.32	165.73	165.73	201.87	165.73	186.07	141.60	0.00	161.25	111.42	180.56	152.90	170.42	168.63	186.07	198.15	135.38	169.41	162.88	148.98	152.90	168.31	191.92	145.22	156.29	165.73	160.71	195.43	175.35	169.41	211.99	219.75	198.15	169.41	247.76	186.07	211.99	177.15	198.15	237.48	
156.98	168.41	131.50	209.72	182.91	199.23	179.53	224.58	175.35	141.60	195.97	134.75	188.71	122.37	173.32	141.60	217.41	148.98	209.72	131.50	195.97	134.75	189.78	152.90	189.78	190.85	200.36	138.11	173.32	161.25	211.99	211.99	170.42	111.42	111.42	111.42	116.74	116.74	116.74	119.51	198.15	175.35	172.29	134.75	125.32	170.42	122.37	191.92	229.74	125.32	59.09	175.35	161.25	0.00	141.60	141.60	161.25	165.73	216.97	156.98	165.73	191.01	203.71	124.85	170.42	170.42	180.35	191.92	180.56	148.02	186.07	140.42	158.79	204.82	169.41	180.56	186.07	191.92	148.02	237.48	186.07	175.35	197.34	204.82	191.92	
186.07	150.97	186.07	189.78	167.39	180.78	174.34	194.88	152.90	180.56	163.74	180.56	188.71	148.98	183.97	180.56	189.78	191.92	178.49	152.90	202.60	170.42	195.97	141.60	256.54	203.71	207.42	161.25	178.49	108.87	211.99	237.48	170.42	180.56	180.56	180.56	191.92	191.92	191.92	186.07	180.56	175.35	162.73	156.98	180.56	138.11	180.56	156.98	210.29	180.56	180.56	180.56	111.42	141.60	0.00	161.25	156.98	180.56	174.20	175.35	219.75	140.79	218.58	168.91	175.35	152.90	168.31	186.07	134.75	156.29	152.90	160.71	116.54	198.15	169.41	152.90	272.41	237.48	164.73	186.07	180.56	211.99	177.15	175.35	204.82	
170.42	178.49	191.92	189.78	182.91	160.71	203.71	172.29	161.25	198.15	195.97	161.25	177.45	191.92	159.29	180.56	159.29	191.92	189.78	204.82	183.97	204.82	183.97	165.73	217.41	227.00	242.52	198.15	202.60	145.22	228.20	259.29	141.60	165.73	165.73	165.73	156.98	156.98	156.98	156.98	170.42	198.15	162.73	175.35	165.73	175.35	161.25	211.99	194.15	165.73	161.25	152.90	180.56	141.60	161.25	0.00	175.35	198.15	163.36	141.60	247.76	173.76	190.85	151.85	204.82	165.73	157.63	237.48	175.35	165.34	228.20	160.71	132.41	191.92	203.71	165.73	272.41	237.48	148.02	237.48	211.99	228.20	146.37	219.75	211.99	
191.92	195.97	198.15	209.72	177.45	180.78	227.00	216.24	228.20	180.56	225.79	186.07	182.91	186.07	178.49	170.42	209.72	191.92	234.97	191.92	183.97	198.15	183.97	165.73	234.97	203.71	207.42	152.90	173.32	128.36	237.48	228.20	161.25	170.42	170.42	170.42	170.42	170.42	170.42	175.35	198.15	165.73	177.45	170.42	186.07	122.37	186.07	122.37	143.56	186.07	156.98	145.22	152.90	161.25	156.98	175.35	0.00	191.92	180.12	148.98	272.41	140.79	169.41	175.35	156.98	204.82	139.30	219.75	175.35	175.35	198.15	175.35	166.71	186.07	148.02	186.07	247.76	198.15	144.27	237.48	219.75	198.15	177.15	191.92	204.82	
152.90	178.49	125.32	209.72	177.45	199.23	236.23	243.83	204.82	148.98	189.78	141.60	188.71	148.98	147.06	148.98	189.78	156.98	217.41	138.11	159.29	148.98	168.41	125.32	163.74	103.09	110.42	134.75	173.32	165.73	106.39	108.87	180.56	152.90	152.90	152.90	156.98	156.98	156.98	152.90	175.35	211.99	182.91	152.90	161.25	191.92	156.98	165.73	219.52	161.25	165.73	156.98	170.42	165.73	180.56	198.15	191.92	0.00	216.97	175.35	86.55	212.09	203.71	175.35	180.56	237.48	194.15	131.50	186.07	213.87	211.99	213.87	166.71	186.07	197.06	228.20	92.71	125.32	203.71	211.99	204.82	204.82	186.71	152.90	219.75	
200.48	225.06	208.37	167.48	153.63	163.36	180.12	186.43	216.97	208.37	173.04	216.97	166.33	193.20	173.04	193.20	178.94	216.97	225.06	193.20	178.94	208.37	178.94	216.97	185.23	260.66	220.91	226.43	167.48	168.63	262.26	226.43	66.26	226.43	226.43	226.43	180.12	180.12	180.12	180.12	68.12	248.76	216.97	193.20	226.43	140.69	226.43	186.43	216.06	226.43	208.37	193.20	168.63	216.97	174.20	163.36	180.12	216.97	0.00	216.97	248.76	146.53	185.23	212.09	193.20	168.63	159.48	236.94	158.37	200.48	216.97	193.20	173.04	193.20	215.65	248.76	248.76	236.94	207.08	216.97	226.43	236.94	11.99	208.37	320.45	
156.98	168.41	175.35	173.32	172.29	180.78	185.02	208.57	198.15	165.73	173.32	175.35	177.45	165.73	178.49	165.73	178.49	180.56	209.72	175.35	168.41	170.42	173.32	175.35	178.49	197.06	187.63	198.15	209.72	148.98	228.20	204.82	148.98	170.42	170.42	170.42	141.60	141.60	141.60	152.90	180.56	204.82	167.39	175.35	170.42	152.90	170.42	180.56	152.70	175.35	161.25	161.25	186.07	156.98	175.35	141.60	148.98	175.35	216.97	0.00	175.35	166.19	203.71	175.35	180.56	175.35	127.56	237.48	191.92	199.23	186.07	199.23	151.48	204.82	190.85	161.25	204.82	237.48	130.58	228.20	247.76	211.99	209.30	191.92	186.07	
161.25	183.97	170.42	189.78	182.91	222.14	257.91	224.58	228.20	161.25	195.97	165.73	182.91	148.98	195.97	152.90	195.97	156.98	225.79	148.98	202.60	148.98	195.97	170.42	173.32	87.69	93.52	152.90	202.60	228.20	101.61	94.86	211.99	191.92	191.92	191.92	165.73	165.73	165.73	180.56	211.99	180.56	167.39	148.98	204.82	186.07	204.82	186.07	180.35	211.99	170.42	211.99	198.15	165.73	219.75	247.76	272.41	86.55	248.76	175.35	0.00	200.96	210.86	216.41	228.20	228.20	174.14	134.75	237.48	206.27	186.07	192.67	255.85	247.76	270.95	204.82	49.20	138.11	257.91	228.20	170.42	237.48	222.99	175.35	305.79	
166.19	180.35	173.76	189.32	146.53	146.53	159.18	166.19	159.18	191.01	180.35	159.18	199.23	166.19	157.63	166.19	172.16	173.76	254.24	181.99	199.23	166.19	180.35	159.18	274.97	166.19	173.76	152.64	172.16	50.62	191.01	212.09	152.64	181.99	181.99	181.99	166.19	166.19	166.19	181.99	166.19	166.19	159.18	135.38	181.99	108.11	181.99	159.18	171.08	191.01	173.76	125.39	135.38	191.01	140.79	173.76	140.79	212.09	146.53	166.19	200.96	0.00	199.23	172.80	166.19	173.76	152.21	212.09	181.99	146.53	191.01	146.53	62.57	181.99	133.90	191.01	200.96	200.96	172.16	191.01	256.38	191.01	139.71	200.96	212.09	
203.71	224.58	179.53	224.58	157.29	229.92	195.97	166.37	174.34	169.41	233.72	169.41	232.46	210.86	243.83	190.85	233.72	179.53	268.01	218.58	224.58	227.00	216.24	210.86	233.72	209.72	199.23	174.34	243.83	160.27	203.71	190.85	190.85	190.85	190.85	185.02	164.73	164.73	164.73	174.34	197.06	210.86	215.06	197.06	174.34	137.18	169.41	185.02	185.74	174.34	169.41	179.53	169.41	203.71	218.58	190.85	169.41	203.71	185.23	203.71	210.86	199.23	0.00	168.91	185.02	218.58	130.20	190.85	246.45	174.30	190.85	179.71	126.83	185.02	225.79	218.58	227.00	179.53	189.78	246.45	203.71	257.91	177.15	185.02	257.91	
133.02	203.71	151.85	179.53	193.50	219.30	167.59	202.23	162.88	128.85	186.93	146.78	164.93	137.39	213.36	146.78	194.95	141.97	203.71	146.78	194.95	157.20	213.36	175.35	166.27	188.33	192.05	146.78	224.11	151.85	182.27	206.65	162.88	79.10	79.10	76.71	76.71	76.71	76.71	67.71	182.27	175.35	178.15	128.85	2.13	146.78	1.06	216.41	220.91	3.21	141.97	141.97	162.88	124.85	168.91	151.85	175.35	175.35	212.09	175.35	216.41	172.80	168.91	0.00	182.27	157.20	139.48	157.20	151.85	168.56	168.91	168.56	166.71	216.41	180.90	189.72	189.72	151.85	188.33	189.72	175.35	206.65	197.34	182.27	182.27	
152.90	225.79	175.35	209.72	167.39	160.71	210.86	201.48	228.20	180.56	217.41	170.42	208.57	141.60	202.60	170.42	183.97	165.73	217.41	138.11	209.72	141.60	195.97	180.56	234.97	197.06	207.42	170.42	209.72	161.25	211.99	198.15	204.82	198.15	198.15	191.92	180.56	180.56	180.56	175.35	191.92	228.20	208.57	180.56	175.35	148.98	175.35	165.73	168.31	175.35	186.07	97.06	148.98	170.42	175.35	204.82	156.98	180.56	193.20	180.56	228.20	166.19	185.02	182.27	0.00	170.42	152.70	211.99	170.42	170.22	170.42	165.34	175.35	219.75	190.85	186.07	228.20	186.07	190.85	219.75	228.20	204.82	168.47	219.75	228.20	
204.82	159.29	228.20	178.49	182.91	192.67	151.93	194.88	161.25	204.82	189.78	175.35	194.88	170.42	195.97	186.07	209.72	204.82	178.49	191.92	168.41	204.82	155.03	228.20	173.32	257.91	223.36	191.92	159.29	152.90	228.20	247.76	198.15	198.15	198.15	198.15	191.92	191.92	191.92	191.92	180.56	247.76	233.72	165.73	161.25	152.90	165.73	180.56	219.52	161.25	175.35	165.73	152.90	170.42	152.90	165.73	204.82	237.48	168.63	175.35	228.20	173.76	218.58	157.20	170.42	0.00	168.31	247.76	86.55	160.71	78.91	165.34	207.32	228.20	197.06	204.82	259.29	247.76	185.02	211.99	211.99	211.99	177.15	259.29	198.15	
194.15	184.47	241.20	150.38	131.85	156.81	208.93	183.19	194.15	219.52	199.23	194.15	149.21	162.82	177.87	187.00	155.28	194.15	191.56	187.00	160.44	210.29	165.90	194.15	191.56	185.74	158.03	168.31	160.44	131.31	241.20	194.15	168.31	174.14	174.14	168.31	168.31	168.31	168.31	187.00	157.63	201.87	170.46	148.02	148.02	127.56	148.02	157.63	150.38	152.70	157.63	139.30	168.31	180.35	168.31	157.63	139.30	194.15	159.48	127.56	174.14	152.21	130.20	139.48	152.70	168.31	0.00	157.63	168.31	187.63	162.82	187.63	132.41	201.87	192.86	201.87	187.00	174.14	179.12	269.35	187.00	229.74	168.47	210.29	269.35	
148.98	225.79	152.90	217.41	216.24	180.78	218.58	167.39	175.35	148.98	217.41	156.98	208.57	186.07	209.72	170.42	217.41	145.22	256.54	161.25	225.79	198.15	234.97	165.73	202.60	115.84	107.82	161.25	217.41	191.92	119.51	156.98	211.99	180.56	180.56	180.56	161.25	161.25	161.25	156.98	259.29	191.92	182.91	165.73	165.73	186.07	165.73	175.35	194.15	170.42	191.92	211.99	191.92	191.92	186.07	237.48	219.75	131.50	236.94	237.48	134.75	212.09	190.85	157.20	211.99	247.76	157.63	0.00	287.64	231.19	211.99	241.20	195.43	186.07	227.00	198.15	134.75	66.85	227.00	228.20	186.07	211.99	239.00	175.35	198.15	
