B9FU30_ORYSJ_284-472	B9FU30_ORYSJ_849-1024	Q5Z6I4_ORYSJ_261-445	Q5Z6I4_ORYSJ_857-1036	D0NKW7_PHYIT_491-663	D0NKW7_PHYIT_696-864	Q22US2_TETTS_932-1154	Q22US2_TETTS_1211-1402	Q22US2_TETTS_1444-1649	B9G1J5_ORYSJ_289-475	B9G1J5_ORYSJ_898-1071	C2GR1_ARATH_236-423	C2GR1_ARATH_844-1019	A9TQ08_PHYPA_235-415	A9TQ08_PHYPA_826-1012	C2GR2_ARATH_238-426	C2GR2_ARATH_849-1023	B9F3V9_ORYSJ_332-515	B9F3V9_ORYSJ_899-1075	A9SDA2_PHYPA_232-412	A9SDA2_PHYPA_817-1004	A9TQF1_PHYPA_224-401	A9TQF1_PHYPA_820-1003	Q7XKT6_ORYSJ_248-436	Q7XKT6_ORYSJ_859-1033	YSP2_YEAST_841-1021	YSP2_YEAST_1046-1230	A9RSX7_PHYPA_212-394	A9RSX7_PHYPA_807-992	F4HVW5_ARATH_257-449	YHO0_YEAST_751-934	YHO0_YEAST_957-1143	B9G4K6_ORYSJ_394-582	GRM1B_HUMAN_55-233	GRM1B_HUMAN_321-502	GRM1B_MOUSE_321-502	GRM1C_HUMAN_107-289	GRM1C_HUMAN_312-494	B3KUR5_HUMAN_45-223	GRM1C_MOUSE_107-289	Q8W4D4_ARATH_391-576	I7M7X5_TETTS_1013-1226	I7M7X5_TETTS_1307-1507	Q2MGF5_CAEEL_57-244	J3KR86_HUMAN_127-303	Q55FU7_DICDI_479-662	GRM1A_MOUSE_365-539	C4M0I0_ENTHI_201-371	C4M0I0_ENTHI_381-531	B3KQF7_HUMAN_127-303	Q8MRR1_DROME_41-220	Q86AF7_DICDI_286-471	D0MXP9_PHYIT_957-1148	Q8MKJ8_DROME_144-324	D0NMG0_PHYIT_279-489	B8C8I7_THAPS_81-294	Q22XZ6_TETTS_144-333	Q4P940_USTMA_827-1016	B9F0Z0_ORYSJ_387-537	B8BQ30_THAPS_365-549	V5IMN0_NEUCR_493-676	B9G4T6_ORYSJ_322-427	Q55CZ7_DICDI_2-179	F8WJ74_MOUSE_365-496	Q86AF6_DICDI_540-708	B8CDL4_THAPS_224-415	D0NJ57_PHYIT_385-538	YL072_YEAST_390-578	B8C2T9_THAPS_869-1064	Q4QEC5_LEIMA_378-547	B8CDL2_THAPS_184-373	Q4QEC6_LEIMA_54-221	Q8VZF8_ARATH_257-370	Q4Q507_LEIMA_35-214	C4LUM2_ENTHI_46-249	I7MCY9_TETTS_788-993	Q5BB65_EMENI_853-1030	YFE2_YEAST_402-586	B8BUE2_THAPS_254-437	Q23QL2_TETTS_311-513	Q7RWT3_NEUCR_945-1126	D0NHH4_PHYIT_394-641	Q6K8R7_ORYSJ_365-458	B8LDM5_THAPS_929-1109	I7M5W4_TETTS_346-560	
221.14	282.33	181.05	308.28	99999	296.08	443.32	344.30	373.48	206.93	407.90	169.46	260.90	214.95	311.35	169.46	285.62	242.30	272.19	230.72	269.68	236.91	281.72	202.55	363.39	292.73	279.29	213.05	99999	349.75	267.47	337.78	838.97	-0.00	0.00	2.23	74.11	74.11	74.78	72.74	367.89	323.25	258.57	180.58	74.73	278.80	76.12	368.62	369.96	74.73	138.04	175.88	230.72	147.80	286.67	344.78	298.17	269.49	99999	284.18	258.96	408.86	374.08	95.24	285.62	99999	246.62	281.14	311.35	313.91	99999	293.10	99999	99999	495.36	368.24	245.49	247.38	306.87	400.50	298.17	99999	295.91	263.11	363.20	
221.14	282.33	181.05	308.28	99999	296.08	443.32	344.30	413.10	206.93	407.90	173.55	260.90	221.74	311.35	173.55	285.62	242.30	284.87	230.72	269.68	236.91	281.72	202.55	400.50	308.28	279.29	219.58	99999	349.75	267.47	363.03	838.97	2.27	2.23	0.00	76.94	76.94	77.64	75.51	367.89	305.28	258.57	176.33	76.16	278.80	77.59	368.62	416.15	76.16	138.04	175.88	230.72	147.80	286.67	344.78	298.17	269.49	99999	284.18	258.96	408.86	344.78	92.88	272.48	99999	236.34	281.14	311.35	296.08	99999	293.10	99999	99999	495.36	341.11	245.49	238.70	306.87	400.50	284.18	99999	295.91	263.11	337.12	
202.55	379.78	193.07	421.05	335.67	307.10	99999	402.53	373.48	202.55	448.42	161.78	246.49	218.55	421.05	188.23	393.53	213.05	99999	263.11	311.35	252.88	279.29	222.70	328.53	302.32	227.35	279.29	99999	472.11	302.32	269.68	303.79	73.32	74.11	76.94	0.00	-0.00	1.13	13.79	358.35	398.65	234.73	174.04	83.74	253.15	83.79	632.05	369.96	85.35	153.16	214.54	287.45	175.18	429.58	282.98	326.75	303.79	342.64	251.21	265.28	303.79	248.50	100.17	311.88	99999	271.12	265.21	99999	327.54	646.49	327.54	99999	99999	295.43	313.22	299.42	243.61	407.90	297.80	281.72	99999	271.42	348.82	99999	
202.55	379.78	193.07	421.05	335.67	307.10	99999	402.53	373.48	202.55	448.42	161.78	246.49	218.55	421.05	188.23	393.53	213.05	99999	263.11	311.35	252.88	279.29	222.70	328.53	302.32	227.35	279.29	99999	472.11	302.32	269.68	303.79	73.32	74.11	76.94	-0.00	0.00	1.13	13.79	358.35	398.65	234.73	174.04	83.74	253.15	83.79	632.05	369.96	85.35	153.16	214.54	287.45	175.18	429.58	282.98	326.75	303.79	342.64	251.21	265.28	303.79	248.50	100.17	311.88	99999	271.12	265.21	99999	327.54	646.49	327.54	99999	99999	295.43	313.22	299.42	243.61	407.90	297.80	281.72	99999	271.42	348.82	99999	
210.08	379.78	198.41	398.65	335.67	307.10	99999	402.53	373.48	202.65	448.42	166.03	246.49	218.55	405.66	193.07	393.53	221.74	99999	263.11	319.83	252.88	274.53	216.49	328.53	302.32	227.35	279.29	99999	448.83	302.32	269.68	320.93	73.32	74.78	77.64	1.13	1.13	0.00	15.50	358.35	398.65	234.73	168.90	83.74	261.02	83.79	632.05	416.15	85.35	152.14	221.14	287.45	178.23	429.58	282.98	305.28	300.96	342.64	251.21	265.28	303.79	248.50	100.17	311.88	99999	271.12	265.21	99999	327.54	646.49	327.54	99999	99999	299.42	313.22	299.42	243.61	407.90	297.80	281.72	99999	271.42	348.82	99999	
197.07	306.87	198.41	421.05	363.58	327.54	379.78	402.53	413.10	191.89	580.32	173.55	280.38	218.55	421.05	193.19	393.53	206.93	99999	252.88	330.33	252.88	308.28	237.57	386.94	274.53	235.14	267.47	99999	410.66	302.32	269.68	320.93	71.93	72.74	75.51	13.79	13.79	15.50	0.00	438.80	363.20	234.73	174.04	79.09	244.12	79.08	460.32	416.15	80.62	163.54	202.55	287.45	179.40	429.58	282.98	378.95	289.19	377.02	261.02	276.90	386.14	270.10	88.32	294.88	99999	325.34	255.11	781.53	388.23	99999	353.32	99999	99999	281.72	296.57	337.12	235.14	473.68	297.80	295.43	99999	295.91	324.74	527.88	
418.15	99999	372.93	405.66	202.98	240.54	309.62	291.01	289.19	390.66	590.56	291.76	405.66	253.15	245.95	396.97	466.29	99999	99999	317.67	289.19	308.28	271.92	303.79	300.77	542.86	299.68	396.97	247.38	261.14	454.21	491.85	57.22	367.89	367.89	367.89	358.35	358.35	358.35	438.80	0.00	426.15	415.79	288.37	99999	230.63	99999	353.67	322.46	99999	438.80	299.68	305.19	99999	305.19	276.90	99999	295.91	90.28	349.75	454.21	207.96	99999	394.83	443.32	341.66	237.14	99999	233.87	302.22	295.43	280.99	430.63	345.22	99999	472.11	99999	99999	337.78	99999	349.75	99999	97.20	99999	99999	
334.01	99999	535.39	99999	499.61	317.44	211.86	203.69	196.10	345.22	398.65	438.80	99999	99999	781.53	279.29	99999	466.29	99999	99999	99999	590.56	99999	99999	99999	99999	298.17	495.36	99999	271.66	378.18	99999	426.15	323.25	323.25	305.28	398.65	398.65	398.65	363.20	426.15	0.00	63.09	303.79	305.28	257.08	319.83	313.22	99999	305.28	316.49	367.89	283.52	287.45	293.36	326.75	349.75	485.91	99999	367.89	315.67	256.24	590.56	314.07	488.89	99999	292.33	358.35	99999	410.37	99999	454.21	405.24	99999	316.49	153.61	303.79	331.16	367.89	175.18	99999	99999	99999	479.85	200.69	
267.74	99999	328.53	431.82	348.82	250.16	211.15	170.56	170.00	418.77	99999	353.50	374.72	99999	437.65	321.04	618.37	335.67	99999	99999	99999	99999	99999	99999	99999	308.60	275.29	99999	99999	220.73	288.29	424.26	306.87	258.57	258.57	258.57	234.73	234.73	234.73	234.73	415.79	63.09	0.00	275.29	270.33	265.41	283.68	418.77	99999	270.33	293.10	324.74	288.29	280.99	238.05	265.34	318.67	300.77	99999	250.16	303.79	230.43	99999	269.59	580.32	99999	247.38	285.62	398.65	272.79	386.94	296.08	285.93	99999	410.37	155.69	311.88	379.78	328.53	186.47	99999	99999	507.99	99999	211.15	
231.50	284.87	209.80	479.85	344.30	299.13	295.43	353.50	281.72	251.21	267.60	224.27	277.34	194.40	363.03	202.55	392.03	258.96	99999	249.29	317.67	195.67	363.03	237.57	99999	306.68	267.34	228.21	353.83	233.87	472.11	520.30	325.21	177.06	180.58	176.33	174.04	174.04	168.90	174.04	288.37	303.79	275.29	0.00	174.71	293.36	176.62	306.87	99999	179.01	174.04	255.32	239.31	183.82	265.16	329.46	273.86	226.70	485.24	289.19	233.16	196.15	353.67	171.78	265.34	311.35	231.04	280.60	309.62	248.07	99999	234.73	332.84	99999	251.21	251.21	281.72	291.76	413.10	212.25	99999	312.61	99999	321.04	99999	
201.23	279.82	207.14	310.01	99999	267.89	282.33	499.61	323.25	199.82	285.62	213.42	285.62	190.41	554.56	207.14	407.90	233.38	325.78	207.14	392.03	218.55	99999	243.61	315.24	276.90	282.33	220.14	99999	295.43	256.91	358.35	334.01	74.73	74.73	76.16	83.74	83.74	83.74	79.09	99999	305.28	270.33	174.71	0.00	247.38	2.92	99999	99999	0.57	177.81	211.56	256.91	170.60	300.96	303.79	363.20	269.68	99999	323.25	295.43	314.30	344.78	3.89	285.62	276.90	200.10	261.02	249.29	296.08	379.78	293.10	325.57	99999	433.39	274.53	276.90	210.08	424.26	248.50	390.66	99999	328.53	252.27	299.42	
294.36	392.03	372.93	319.83	183.13	192.53	271.92	311.88	358.35	263.11	379.78	269.49	374.08	298.17	298.17	255.11	385.76	314.48	99999	390.66	334.01	413.10	390.66	324.26	99999	278.80	291.76	265.21	267.47	175.63	410.66	285.93	202.37	271.92	278.80	278.80	253.15	253.15	261.02	244.12	230.63	257.08	265.41	293.36	247.38	0.00	252.88	202.76	276.16	247.38	274.19	193.30	195.79	265.21	227.44	282.33	194.57	99999	186.10	257.08	349.75	142.57	186.45	260.31	212.25	242.30	189.16	325.21	234.83	234.73	213.05	215.12	180.93	218.55	226.58	317.67	330.33	99999	292.73	306.87	448.83	306.68	203.81	374.72	99999	
198.41	288.29	210.38	303.79	99999	280.99	296.57	99999	337.12	197.01	285.62	210.38	300.77	187.77	506.61	210.38	407.90	229.90	340.54	198.41	424.26	215.38	99999	248.91	315.24	272.19	291.01	224.02	99999	305.28	247.38	349.46	349.46	76.12	76.12	77.59	83.79	83.79	83.79	79.08	99999	319.83	283.68	176.62	2.92	252.88	0.00	99999	99999	3.51	171.21	214.95	254.89	168.32	330.33	288.29	385.76	254.89	99999	337.12	290.07	314.30	322.18	0.76	285.62	287.45	211.11	279.29	245.49	280.99	368.62	278.33	350.73	99999	415.79	287.45	276.90	223.34	415.79	258.71	349.46	479.85	377.47	263.11	299.42	
336.42	99999	315.24	99999	211.02	216.83	398.65	302.22	443.32	393.53	99999	363.39	402.53	315.24	499.61	336.42	99999	393.53	99999	239.26	99999	258.71	99999	460.32	99999	340.54	265.41	248.50	418.77	269.88	433.39	279.82	353.67	368.62	368.62	368.62	632.05	632.05	632.05	460.32	353.67	313.22	418.77	306.87	99999	202.76	99999	0.00	228.00	99999	99999	212.25	229.90	407.90	272.19	99999	167.08	252.58	313.22	293.77	293.77	279.16	368.62	99999	235.50	284.87	223.92	282.33	250.88	278.33	424.26	265.49	336.66	99999	418.77	305.28	282.33	231.64	256.54	306.87	337.12	353.67	229.03	332.42	99999	
99999	99999	99999	99999	247.38	282.33	99999	99999	99999	303.79	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	307.35	307.35	468.63	419.56	294.27	358.35	99999	308.96	358.35	369.96	416.15	369.96	369.96	416.15	416.15	322.46	99999	99999	99999	99999	276.16	99999	228.00	0.00	99999	504.87	436.32	99999	99999	318.54	99999	258.27	99999	99999	251.59	295.53	300.31	423.42	99999	284.77	99999	229.03	99999	99999	480.62	376.19	480.62	374.08	99999	99999	307.35	307.35	99999	313.22	99999	99999	99999	99999	99999	99999	
201.23	279.82	207.14	310.01	99999	267.89	282.33	499.61	323.25	199.82	285.62	213.42	285.62	190.41	554.56	207.14	407.90	233.38	325.78	207.14	392.03	218.55	99999	243.61	315.24	290.07	282.33	220.14	99999	295.43	256.91	358.35	334.01	74.73	74.73	76.16	85.35	85.35	85.35	80.62	99999	305.28	270.33	179.01	0.57	247.38	3.51	99999	99999	0.00	177.81	211.56	256.91	170.60	300.96	303.79	363.20	269.68	99999	345.22	311.35	350.73	344.78	4.70	285.62	276.90	207.18	271.92	249.29	296.08	379.78	293.10	325.57	99999	433.39	274.53	290.07	210.08	424.26	248.50	390.66	99999	328.53	252.27	299.42	
311.35	99999	230.72	99999	313.91	307.10	424.26	467.35	290.07	256.91	99999	249.29	580.32	260.96	99999	232.42	580.32	267.47	99999	235.14	99999	302.32	413.10	311.35	99999	341.11	274.53	267.47	99999	289.19	341.11	330.33	245.95	135.20	138.04	138.04	153.16	153.16	152.14	163.54	438.80	316.49	293.10	174.04	177.81	274.19	171.21	99999	504.87	177.81	0.00	197.07	302.32	71.38	513.50	270.10	279.29	265.21	429.98	334.01	236.91	279.16	315.24	198.41	267.74	363.20	236.34	320.93	373.48	251.94	99999	251.94	294.88	99999	99999	392.03	299.42	646.49	300.77	99999	99999	479.85	328.53	99999	433.39	
234.83	368.24	331.16	345.22	260.83	250.16	295.43	308.60	438.80	239.31	333.24	251.53	379.78	244.12	334.01	259.07	363.20	265.21	99999	237.57	99999	269.68	99999	261.08	632.05	289.19	265.21	309.62	513.50	180.58	99999	297.00	278.33	177.81	175.88	175.88	214.54	214.54	221.14	202.55	299.68	367.89	324.74	255.32	211.56	193.30	214.95	212.25	436.32	211.56	197.07	0.00	211.24	276.48	418.15	252.88	263.11	267.22	358.35	306.68	410.66	172.42	379.78	216.49	112.39	261.02	205.02	401.74	219.05	265.49	99999	303.79	209.91	99999	308.28	363.03	429.58	265.21	276.90	349.15	99999	99999	290.85	427.82	99999	
300.96	296.57	261.02	291.01	270.33	270.33	485.91	424.26	337.78	265.28	269.88	261.02	272.19	295.43	308.28	281.72	299.42	274.53	385.76	267.47	308.28	337.12	302.32	334.01	336.42	281.14	345.64	238.70	313.22	212.36	338.40	305.19	342.16	230.72	230.72	230.72	287.45	287.45	287.45	287.45	305.19	283.52	288.29	239.31	256.91	195.79	254.89	229.90	99999	256.91	302.32	211.24	0.00	236.91	158.95	338.40	294.36	305.19	228.06	485.91	389.40	183.82	290.07	249.93	210.38	235.50	285.24	338.40	202.20	227.26	247.38	231.79	344.30	413.10	305.28	472.11	448.83	465.38	274.19	99999	367.89	99999	251.83	99999	99999	
234.12	353.67	184.44	781.53	369.03	358.35	385.76	99999	323.25	224.96	99999	213.05	400.50	176.16	421.05	213.05	99999	240.49	99999	197.04	99999	202.65	495.36	251.21	358.35	479.85	345.22	218.03	378.95	267.34	99999	535.39	278.80	147.93	147.80	147.80	175.18	175.18	178.23	179.40	99999	287.45	280.99	183.82	170.60	265.21	168.32	407.90	99999	170.60	71.38	276.48	236.91	0.00	251.21	224.74	281.72	291.76	592.64	284.18	223.34	396.97	99999	179.01	248.50	341.11	286.11	306.68	349.46	218.55	99999	204.67	273.86	99999	345.22	337.12	263.11	323.25	263.11	99999	535.39	349.46	377.47	348.82	443.32	
341.66	216.49	403.62	302.32	263.11	325.78	253.42	506.61	263.11	353.83	229.03	367.89	302.32	244.12	358.35	396.97	292.73	495.36	265.28	284.18	438.80	305.28	535.39	229.85	99999	426.15	661.94	298.17	378.95	168.36	99999	99999	278.33	286.67	286.67	286.67	429.58	429.58	429.58	429.58	305.19	293.36	238.05	265.16	300.96	227.44	330.33	272.19	318.54	300.96	513.50	418.15	158.95	251.21	0.00	312.08	285.93	338.40	268.23	261.08	571.67	218.55	99999	303.79	306.87	212.03	263.11	308.01	204.74	230.81	231.50	244.49	190.03	99999	323.25	223.62	99999	99999	363.03	368.24	99999	99999	255.52	336.42	99999	
429.58	315.24	99999	546.05	293.77	246.49	535.39	254.65	256.73	99999	448.42	326.75	340.54	99999	267.60	781.53	258.71	99999	393.53	466.29	353.67	99999	349.15	378.95	99999	99999	99999	99999	473.68	195.73	99999	99999	221.74	344.78	344.78	344.78	282.98	282.98	282.98	282.98	276.90	326.75	265.34	329.46	303.79	282.33	288.29	99999	99999	303.79	270.10	252.88	338.40	224.74	312.08	0.00	368.24	479.85	244.94	243.61	99999	250.16	405.66	260.20	527.88	294.36	280.10	99999	342.16	291.01	99999	285.62	174.76	385.76	407.90	281.72	99999	99999	269.88	99999	99999	99999	198.41	99999	99999	
325.21	495.36	318.78	99999	369.03	313.91	99999	99999	99999	271.66	99999	305.19	373.48	306.68	99999	273.86	99999	378.18	99999	472.11	99999	390.66	838.97	288.37	99999	601.02	99999	202.46	459.86	203.69	99999	99999	346.03	305.28	298.17	298.17	326.75	326.75	305.28	378.95	99999	349.75	318.67	273.86	363.20	194.57	385.76	167.08	258.27	363.20	279.29	263.11	294.36	281.72	285.93	368.24	0.00	401.74	398.95	255.11	99999	222.16	299.42	326.11	272.48	99999	203.36	99999	367.56	323.64	383.66	369.48	365.98	310.01	217.54	367.89	99999	99999	228.21	99999	99999	99999	303.79	358.35	99999	
234.83	302.32	180.21	99999	280.99	335.67	372.93	99999	317.67	253.15	333.24	212.69	590.56	240.49	233.16	239.31	454.21	234.12	99999	224.96	281.14	227.35	289.19	177.06	270.10	148.93	161.00	214.54	390.66	287.60	149.93	157.23	388.23	263.11	269.49	269.49	303.79	303.79	300.96	289.19	295.91	485.91	300.77	226.70	269.68	99999	254.89	252.58	99999	269.68	265.21	267.22	305.19	291.76	338.40	479.85	401.74	0.00	447.93	283.52	128.38	384.32	646.49	296.34	313.22	99999	376.19	199.70	454.21	499.61	99999	467.35	281.37	368.24	601.02	99999	127.98	180.58	535.39	554.56	601.02	383.66	388.23	233.64	99999	
99999	99999	99999	257.93	244.36	222.32	308.96	291.20	99999	99999	290.27	99999	271.12	99999	292.33	429.98	293.55	99999	99999	429.98	334.01	99999	321.19	592.64	328.53	99999	468.63	99999	263.11	247.14	99999	687.71	81.65	99999	99999	99999	342.64	342.64	342.64	377.02	90.28	99999	99999	485.24	99999	186.10	99999	313.22	99999	99999	429.98	358.35	228.06	592.64	268.23	244.94	398.95	447.93	0.00	550.31	99999	207.96	282.33	646.49	369.96	300.31	225.22	99999	237.14	99999	99999	383.91	273.86	429.98	550.31	99999	99999	99999	592.64	550.31	665.99	99999	10.27	99999	99999	
281.72	254.65	353.83	333.24	238.59	293.10	308.28	99999	838.97	292.73	288.29	429.58	311.88	302.32	299.42	358.35	303.79	349.46	99999	323.25	299.42	305.28	316.49	358.35	328.53	535.39	337.78	99999	99999	244.60	99999	838.97	220.57	281.72	284.18	284.18	251.21	251.21	251.21	261.02	349.75	367.89	250.16	289.19	323.25	257.08	337.12	293.77	251.59	345.22	334.01	306.68	485.91	284.18	261.08	243.61	255.11	283.52	550.31	0.00	341.66	246.30	340.54	346.75	308.60	345.64	217.37	99999	331.16	410.37	418.15	369.03	308.44	326.75	392.03	251.21	99999	99999	195.67	99999	99999	99999	377.47	448.42	314.48	
263.11	405.66	271.92	392.03	286.42	418.77	99999	488.89	99999	245.49	398.65	251.21	316.49	218.03	99999	247.38	99999	252.88	99999	223.34	99999	218.55	781.53	281.72	340.54	118.00	127.27	247.38	590.56	99999	140.88	125.26	99999	258.96	258.96	258.96	265.28	265.28	265.28	276.90	454.21	315.67	303.79	233.16	295.43	349.75	290.07	293.77	295.53	311.35	236.91	410.66	389.40	223.34	571.67	99999	99999	128.38	99999	341.66	0.00	99999	99999	346.75	424.26	99999	253.54	195.85	99999	482.29	373.48	310.47	99999	99999	99999	485.91	59.14	217.07	99999	99999	372.93	99999	99999	256.54	99999	
292.17	275.03	270.57	358.35	216.75	237.89	230.43	259.65	259.47	343.52	293.92	237.89	99999	252.88	243.08	246.30	226.14	303.79	99999	266.81	386.14	255.90	279.16	234.90	99999	243.95	259.65	249.56	323.86	65.92	375.07	454.21	207.96	408.86	408.86	408.86	303.79	303.79	303.79	386.14	207.96	256.24	230.43	196.15	314.30	142.57	314.30	279.16	300.31	350.73	279.16	172.42	183.82	396.97	218.55	250.16	222.16	384.32	207.96	246.30	99999	0.00	337.78	263.11	259.65	249.56	217.26	99999	278.33	196.15	350.27	210.88	60.61	336.66	187.16	274.41	408.86	454.21	279.16	308.96	99999	278.33	208.36	99999	437.01	
99999	99999	379.78	99999	209.72	99999	495.36	310.01	424.26	297.80	99999	291.01	99999	99999	99999	473.68	99999	393.53	99999	99999	99999	99999	99999	488.89	99999	99999	99999	344.78	99999	269.68	99999	99999	781.53	374.08	374.08	344.78	248.50	248.50	248.50	270.10	99999	590.56	99999	353.67	344.78	186.45	322.18	368.62	423.42	344.78	315.24	379.78	290.07	99999	99999	405.66	299.42	646.49	282.33	340.54	99999	337.78	0.00	297.93	279.82	99999	193.22	363.20	99999	335.67	332.42	327.54	189.03	336.42	99999	99999	99999	646.49	400.50	99999	407.90	99999	290.85	499.61	99999	
196.57	316.79	204.16	316.79	390.02	334.01	285.73	390.02	278.33	181.27	312.34	212.40	312.34	176.82	99999	221.41	742.72	210.38	380.07	196.57	99999	212.40	99999	269.06	269.31	336.05	352.15	221.41	99999	278.33	281.52	99999	281.52	95.24	95.24	92.88	100.17	100.17	100.17	88.32	394.83	314.07	269.59	171.78	3.89	260.31	0.76	99999	99999	4.70	198.41	216.49	249.93	179.01	303.79	260.20	326.11	296.34	646.49	346.75	346.75	263.11	297.93	0.00	308.01	275.19	198.41	265.95	218.55	284.18	321.38	284.18	350.73	99999	462.33	341.30	318.37	220.62	462.33	278.99	300.02	488.89	377.47	279.71	289.19	
232.61	99999	297.80	99999	232.82	241.91	99999	400.50	99999	277.82	99999	258.71	99999	196.97	99999	265.41	482.29	260.83	99999	190.03	99999	196.94	99999	358.35	99999	318.67	358.35	311.88	99999	258.84	554.56	333.24	392.03	285.62	285.62	272.48	311.88	311.88	311.88	294.88	443.32	488.89	580.32	265.34	285.62	212.25	285.62	235.50	284.77	285.62	267.74	112.39	210.38	248.50	306.87	527.88	272.48	313.22	369.96	308.60	424.26	259.65	279.82	308.01	0.00	267.74	203.98	306.87	258.84	251.94	310.47	237.89	255.52	99999	580.32	288.29	400.50	296.57	437.65	348.82	99999	374.08	263.11	99999	99999	
781.53	263.11	99999	322.18	308.60	280.99	253.42	99999	299.68	466.29	349.15	345.22	632.05	263.11	379.78	308.28	506.61	466.29	288.29	341.11	265.34	363.20	228.17	99999	332.42	99999	99999	466.29	306.87	229.85	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	341.66	99999	99999	311.35	276.90	242.30	287.45	284.87	99999	276.90	363.20	261.02	235.50	341.11	212.03	294.36	99999	99999	300.31	345.64	99999	249.56	99999	275.19	267.74	0.00	258.27	99999	108.28	254.40	109.40	263.11	394.33	99999	424.26	99999	99999	99999	353.83	99999	99999	353.98	367.56	99999	99999	
398.95	352.68	99999	235.50	175.82	223.57	441.45	341.30	528.95	99999	447.34	329.61	257.74	283.08	333.08	310.99	280.78	665.99	352.68	454.21	260.51	99999	309.38	407.24	488.89	398.95	236.34	258.11	309.38	219.76	99999	298.78	322.46	246.62	246.62	236.34	271.12	271.12	271.12	325.34	237.14	292.33	247.38	231.04	200.10	189.16	211.11	223.92	229.03	207.18	236.34	205.02	285.24	286.11	263.11	280.10	203.36	376.19	225.22	217.37	253.54	217.26	193.22	198.41	203.98	258.27	0.00	230.00	241.28	330.99	279.46	330.99	234.41	99999	905.19	329.61	260.60	244.94	337.78	99999	338.55	99999	251.83	358.35	99999	
261.08	99999	242.82	99999	427.82	275.29	99999	260.90	324.26	255.11	99999	242.82	99999	300.96	99999	291.76	99999	263.11	99999	235.84	99999	349.46	99999	259.07	99999	153.16	167.26	267.34	99999	388.23	163.54	269.31	99999	289.19	281.14	281.14	265.21	265.21	265.21	255.11	99999	358.35	285.62	280.60	261.02	325.21	279.29	282.33	99999	271.92	320.93	401.74	338.40	306.68	308.01	99999	99999	199.70	99999	99999	195.85	99999	363.20	265.95	306.87	99999	230.00	0.00	99999	520.30	99999	482.29	345.00	378.95	99999	418.15	180.21	85.16	99999	99999	378.18	99999	99999	294.88	485.91	
99999	254.89	601.02	272.19	217.99	240.54	571.67	590.56	389.40	99999	319.83	459.86	413.10	300.96	396.97	563.09	276.90	99999	368.24	334.01	363.03	373.48	513.50	99999	374.08	99999	349.75	390.66	345.22	293.36	542.86	99999	293.36	311.35	311.35	311.35	99999	99999	99999	781.53	233.87	99999	398.65	309.62	249.29	234.83	245.49	250.88	99999	249.29	373.48	219.05	202.20	349.46	204.74	342.16	367.56	454.21	237.14	331.16	99999	278.33	99999	218.55	258.84	108.28	241.28	99999	0.00	437.65	132.48	499.61	99999	99999	513.50	99999	99999	99999	239.31	466.29	99999	99999	295.91	632.05	99999	
327.54	369.48	251.94	99999	244.49	99999	227.26	327.54	278.33	251.94	99999	232.82	404.76	381.66	512.64	278.33	99999	343.79	99999	537.52	99999	492.50	99999	310.47	404.76	618.37	381.66	273.13	99999	225.50	418.77	99999	344.30	313.91	313.91	296.08	327.54	327.54	327.54	388.23	302.22	410.37	272.79	248.07	296.08	234.73	280.99	278.33	480.62	296.08	251.94	265.49	227.26	218.55	230.81	291.01	323.64	499.61	99999	410.37	482.29	196.15	335.67	284.18	251.94	254.40	330.99	520.30	437.65	0.00	265.49	8.18	216.49	216.32	358.35	265.41	99999	546.05	537.52	99999	344.30	99999	328.53	99999	99999	
429.58	353.67	429.58	319.83	313.91	253.85	410.66	99999	395.41	421.05	99999	311.35	632.05	260.96	781.53	390.66	99999	495.36	99999	405.66	305.28	466.29	373.48	99999	580.32	590.56	99999	256.91	413.10	300.96	337.12	99999	563.09	99999	99999	99999	646.49	646.49	646.49	99999	295.43	99999	386.94	99999	379.78	213.05	368.62	424.26	376.19	379.78	99999	99999	247.38	99999	231.50	99999	383.66	99999	99999	418.15	373.48	350.27	332.42	321.38	310.47	109.40	279.46	99999	132.48	265.49	0.00	293.10	532.39	99999	554.56	99999	99999	99999	341.11	99999	99999	327.67	99999	99999	563.09	
284.43	330.61	229.03	99999	254.40	482.29	250.16	319.83	293.10	229.03	99999	213.42	353.12	297.38	99999	260.76	687.71	316.12	99999	413.10	99999	413.10	99999	303.79	330.61	99999	369.48	256.13	475.54	248.07	712.68	99999	313.91	293.10	293.10	293.10	327.54	327.54	327.54	353.32	280.99	454.21	296.08	234.73	293.10	215.12	278.33	265.49	480.62	293.10	251.94	303.79	231.79	204.67	244.49	285.62	369.48	467.35	383.91	369.03	310.47	210.88	327.54	284.18	237.89	263.11	330.99	482.29	499.61	8.18	293.10	0.00	216.49	231.79	436.32	302.22	335.67	499.61	369.48	99999	302.22	99999	328.53	99999	99999	
